Mod:Item:MetaData, Localized Name
gregtech:gt.meta.plate:8672, oredict.plateIronWood.name
gregtech:gt.meta.plate:8673, oredict.plateSteeleaf.name
gregtech:gt.meta.plate:8676, oredict.plateAstralSilver.name
gregtech:gt.meta.plate:8677, oredict.plateMidasium.name
gregtech:gt.meta.plate:8678, oredict.plateMithril.name
gregtech:gt.meta.plate:8679, oredict.plateThaumium.name
gregtech:gt.meta.plate:8681, oredict.plateVoidMetal.name
gregtech:gt.meta.plate:8682, oredict.plateOsmiridium.name
gregtech:gt.meta.plate:8683, oredict.plateSunnarium.name
gregtech:gt.meta.plate:8684, oredict.plateTrinaquadalloy.name
gregtech:gt.meta.plate:8685, oredict.plateChromiumDioxide.name
gregtech:gt.meta.plate:8686, oredict.plateVanadiumGallium.name
gregtech:gt.meta.plate:8687, oredict.plateYttriumBariumCuprate.name
gregtech:gt.meta.plate:8688, oredict.plateNiobiumNitride.name
gregtech:gt.meta.plate:8689, oredict.plateNiobiumTitanium.name
gregtech:gt.meta.plate:8700, oredict.plateAluminiumBrass.name
gregtech:gt.meta.plate:8701, oredict.plateAredrite.name
gregtech:gt.meta.plate:8702, oredict.plateAlumite.name
gregtech:gt.meta.plate:8703, oredict.plateManyullyn.name
gregtech:gt.meta.plate:8704, oredict.plateVibraniumSteel.name
gregtech:gt.meta.plate:8705, oredict.plateVibraniumSilver.name
gregtech:gt.meta.plate:8706, oredict.plateVibramantium.name
gregtech:gt.meta.plate:8707, oredict.plateArdite.name
gregtech:gt.meta.plate:8708, oredict.plateSignalum.name
gregtech:gt.meta.plate:8709, oredict.plateLumium.name
gregtech:gt.meta.plate:8710, oredict.plateEnderium.name
gregtech:gt.meta.plate:8711, oredict.plateElectrumFlux.name
gregtech:gt.meta.plate:8713, oredict.plateGlowstoneRefined.name
gregtech:gt.meta.plate:8714, oredict.plateObsidianRefined.name
gregtech:gt.meta.plate:8718, oredict.plateBedrockHSLAAlloy.name
gregtech:gt.meta.plate:8719, oredict.plateOsmium.name
gregtech:gt.meta.plate:8725, oredict.platePulsatingIron.name
gregtech:gt.meta.plate:8726, oredict.plateVibrantAlloy.name
gregtech:gt.meta.plate:8727, oredict.plateConductiveIron.name
gregtech:gt.meta.plate:8728, oredict.plateEnergeticAlloy.name
gregtech:gt.meta.plate:8729, oredict.plateEnderiumBase.name
gregtech:gt.meta.plate:8730, oredict.plateElectricalSteel.name
gregtech:gt.meta.plate:8731, oredict.plateObsidianSteel.name
gregtech:gt.meta.plate:8732, oredict.plateSoularium.name
gregtech:gt.meta.plate:8733, oredict.plateRedstoneAlloy.name
gregtech:gt.meta.plate:8734, oredict.plateSpectreIron.name
gregtech:gt.meta.plate:8736, oredict.plateEndium.name
gregtech:gt.meta.plate:8744, oredict.plateAncientDebris.name
gregtech:gt.meta.plate:8745, oredict.plateNetherite.name
gregtech:gt.meta.plate:8746, oredict.plateNetherizedDiamond.name
gregtech:gt.meta.plate:8747, oredict.plateEfrine.name
gregtech:gt.meta.plate:8751, oredict.plateDuranium.name
gregtech:gt.meta.plate:8752, oredict.plateTritanium.name
gregtech:gt.meta.plate:8756, oredict.plateDuralumin.name
gregtech:gt.meta.plate:8766, oredict.plateHSLATungstenAlloy.name
gregtech:gt.meta.plate:8782, oredict.plateTartarite.name
gregtech:gt.meta.plate:8784, oredict.plateAdamantine.name
gregtech:gt.meta.plate:8790, oredict.plateTrinitanium.name
gregtech:gt.meta.plate:8791, oredict.plateDraconium.name
gregtech:gt.meta.plate:8792, oredict.plateDraconiumAwakened.name
gregtech:gt.meta.plate:8793, oredict.plateTitaniumIridium.name
gregtech:gt.meta.plate:8794, oredict.plateTitaniumAluminide.name
gregtech:gt.meta.plate:8795, oredict.plateBedrockium.name
gregtech:gt.meta.plate:8796, oredict.plateHSSG.name
gregtech:gt.meta.plate:8797, oredict.plateHSSE.name
gregtech:gt.meta.plate:8798, oredict.plateHSSS.name
gregtech:gt.meta.plate:8799, oredict.plateCrystalMatrix.name
gregtech:gt.meta.plate:8800, oredict.plateCosmicNeutronium.name
gregtech:gt.meta.plate:8801, oredict.plateInfinity.name
gregtech:gt.meta.plate:8802, oredict.plateTantalumHafniumCarbide.name
gregtech:gt.meta.plate:9000, oredict.platePumice.name
gregtech:gt.meta.plate:9103, oredict.plateAsbestos.name
gregtech:gt.meta.plate:9153, oredict.plateBentonite.name
gregtech:gt.meta.plate:9154, oredict.platePalygorskite.name
gregtech:gt.meta.plate:9167, oredict.plateKaolinite.name
gregtech:gt.meta.plate:9170, oredict.plateGneiss.name
gregtech:gt.meta.plate:9171, oredict.plateGreenschist.name
gregtech:gt.meta.plate:9172, oredict.plateGreenstone.name
gregtech:gt.meta.plate:9173, oredict.plateGreywacke.name
gregtech:gt.meta.plate:9174, oredict.plateGraphite.name
gregtech:gt.meta.plate:9175, oredict.plateGraphene.name
gregtech:gt.meta.plate:9176, oredict.plateGabbro.name
gregtech:gt.meta.plate:9177, oredict.plateKomatiite.name
gregtech:gt.meta.plate:9178, oredict.plateSiltstone.name
gregtech:gt.meta.plate:9179, oredict.plateRhyolite.name
gregtech:gt.meta.plate:9181, oredict.plateMigmatite.name
gregtech:gt.meta.plate:9182, oredict.plateEpidote.name
gregtech:gt.meta.plate:9184, oredict.plateBlueschist.name
gregtech:gt.meta.plate:9185, oredict.plateBluestone.name
gregtech:gt.meta.plate:9186, oredict.plateChert.name
gregtech:gt.meta.plate:9187, oredict.plateDacite.name
gregtech:gt.meta.plate:9188, oredict.plateAndesite.name
gregtech:gt.meta.plate:9189, oredict.plateLimestone.name
gregtech:gt.meta.plate:9190, oredict.plateShale.name
gregtech:gt.meta.plate:9191, oredict.plateEclogite.name
gregtech:gt.meta.plate:9215, oredict.plateFluorite.name
gregtech:gt.meta.plate:9218, oredict.plateKimberlite.name
gregtech:gt.meta.plate:9222, oredict.plateSlate.name
gregtech:gt.meta.plate:9223, oredict.plateBlackstone.name
gregtech:gt.meta.plate:9716, oredict.platePEZ.name
gregtech:gt.meta.plate:9717, oredict.plateLicorice.name
gregtech:gt.meta.plate:15000, oredict.plateTitaniumNiobiumCarbide.name
gregtech:gt.meta.plate:15400, oredict.platePolytetrafluoroethylene.name
gregtech:gt.meta.plate:15401, oredict.platePolyethylene.name
gregtech:gt.meta.plate:15402, oredict.platePolyvinylchloride.name
gregtech:gt.meta.plate:15403, oredict.plateEpoxid.name
gregtech:gt.meta.plateDouble:30, oredict.plateDoubleLithium.name
gregtech:gt.meta.plateDouble:31, oredict.plateDoubleLithium6.name
gregtech:gt.meta.plateDouble:40, oredict.plateDoubleBeryllium.name
gregtech:gt.meta.plateDouble:41, oredict.plateDoubleBeryllium7.name
gregtech:gt.meta.plateDouble:42, oredict.plateDoubleBeryllium8.name
gregtech:gt.meta.plateDouble:50, oredict.plateDoubleBoron.name
gregtech:gt.meta.plateDouble:51, oredict.plateDoubleBoron11.name
gregtech:gt.meta.plateDouble:110, oredict.plateDoubleSodium.name
gregtech:gt.meta.plateDouble:120, oredict.plateDoubleMagnesium.name
gregtech:gt.meta.plateDouble:130, oredict.plateDoubleAluminium.name
gregtech:gt.meta.plateDouble:140, oredict.plateDoubleSilicon.name
gregtech:gt.meta.plateDouble:190, oredict.plateDoublePotassium.name
gregtech:gt.meta.plateDouble:200, oredict.plateDoubleCalcium.name
gregtech:gt.meta.plateDouble:220, oredict.plateDoubleTitanium.name
gregtech:gt.meta.plateDouble:230, oredict.plateDoubleVanadium.name
gregtech:gt.meta.plateDouble:240, oredict.plateDoubleChromium.name
gregtech:gt.meta.plateDouble:250, oredict.plateDoubleManganese.name
gregtech:gt.meta.plateDouble:260, oredict.plateDoubleIron.name
gregtech:gt.meta.plateDouble:270, oredict.plateDoubleCobalt.name
gregtech:gt.meta.plateDouble:278, oredict.plateDoubleCobalt60.name
gregtech:gt.meta.plateDouble:280, oredict.plateDoubleNickel.name
gregtech:gt.meta.plateDouble:290, oredict.plateDoubleCopper.name
gregtech:gt.meta.plateDouble:300, oredict.plateDoubleZinc.name
gregtech:gt.meta.plateDouble:310, oredict.plateDoubleGallium.name
gregtech:gt.meta.plateDouble:320, oredict.plateDoubleGermanium.name
gregtech:gt.meta.plateDouble:330, oredict.plateDoubleArsenic.name
gregtech:gt.meta.plateDouble:370, oredict.plateDoubleRubidium.name
gregtech:gt.meta.plateDouble:380, oredict.plateDoubleStrontium.name
gregtech:gt.meta.plateDouble:390, oredict.plateDoubleYttrium.name
gregtech:gt.meta.plateDouble:400, oredict.plateDoubleZirconium.name
gregtech:gt.meta.plateDouble:410, oredict.plateDoubleNiobium.name
gregtech:gt.meta.plateDouble:420, oredict.plateDoubleMolybdenum.name
gregtech:gt.meta.plateDouble:430, oredict.plateDoubleTechnetium.name
gregtech:gt.meta.plateDouble:440, oredict.plateDoubleRuthenium.name
gregtech:gt.meta.plateDouble:450, oredict.plateDoubleRhodium.name
gregtech:gt.meta.plateDouble:460, oredict.plateDoublePalladium.name
gregtech:gt.meta.plateDouble:470, oredict.plateDoubleSilver.name
gregtech:gt.meta.plateDouble:480, oredict.plateDoubleCadmium.name
gregtech:gt.meta.plateDouble:490, oredict.plateDoubleIndium.name
gregtech:gt.meta.plateDouble:500, oredict.plateDoubleTin.name
gregtech:gt.meta.plateDouble:510, oredict.plateDoubleAntimony.name
gregtech:gt.meta.plateDouble:550, oredict.plateDoubleCaesium.name
gregtech:gt.meta.plateDouble:560, oredict.plateDoubleBarium.name
gregtech:gt.meta.plateDouble:570, oredict.plateDoubleLanthanum.name
gregtech:gt.meta.plateDouble:580, oredict.plateDoubleCerium.name
gregtech:gt.meta.plateDouble:600, oredict.plateDoubleNeodymium.name
gregtech:gt.meta.plateDouble:700, oredict.plateDoubleYtterbium.name
gregtech:gt.meta.plateDouble:720, oredict.plateDoubleHafnium.name
gregtech:gt.meta.plateDouble:730, oredict.plateDoubleTantalum.name
gregtech:gt.meta.plateDouble:740, oredict.plateDoubleTungsten.name
gregtech:gt.meta.plateDouble:750, oredict.plateDoubleRhenium.name
gregtech:gt.meta.plateDouble:760, oredict.plateDoubleOsmiumElemental.name
gregtech:gt.meta.plateDouble:770, oredict.plateDoubleIridium.name
gregtech:gt.meta.plateDouble:780, oredict.plateDoublePlatinum.name
gregtech:gt.meta.plateDouble:790, oredict.plateDoubleGold.name
gregtech:gt.meta.plateDouble:800, oredict.plateDoubleMercury.name
gregtech:gt.meta.plateDouble:820, oredict.plateDoubleLead.name
gregtech:gt.meta.plateDouble:830, oredict.plateDoubleBismuth.name
gregtech:gt.meta.plateDouble:850, oredict.plateDoubleAstatine.name
gregtech:gt.meta.plateDouble:880, oredict.plateDoubleRadium.name
gregtech:gt.meta.plateDouble:890, oredict.plateDoubleActinium.name
gregtech:gt.meta.plateDouble:900, oredict.plateDoubleThorium.name
gregtech:gt.meta.plateDouble:920, oredict.plateDoubleUranium.name
gregtech:gt.meta.plateDouble:921, oredict.plateDoubleUranium235.name
gregtech:gt.meta.plateDouble:922, oredict.plateDoubleUranium233.name
gregtech:gt.meta.plateDouble:930, oredict.plateDoubleNeptunium.name
gregtech:gt.meta.plateDouble:940, oredict.plateDoublePlutonium.name
gregtech:gt.meta.plateDouble:942, oredict.plateDoublePlutonium240.name
gregtech:gt.meta.plateDouble:943, oredict.plateDoublePlutonium241.name
gregtech:gt.meta.plateDouble:945, oredict.plateDoublePlutonium243.name
gregtech:gt.meta.plateDouble:946, oredict.plateDoublePlutonium238.name
gregtech:gt.meta.plateDouble:947, oredict.plateDoublePlutonium239.name
gregtech:gt.meta.plateDouble:950, oredict.plateDoubleAmericium.name
gregtech:gt.meta.plateDouble:951, oredict.plateDoubleAmericium241.name
gregtech:gt.meta.plateDouble:1170, oredict.plateDoubleFarnsium.name
gregtech:gt.meta.plateDouble:1260, oredict.plateDoubleTrinium.name
gregtech:gt.meta.plateDouble:1740, oredict.plateDoubleNaquadah.name
gregtech:gt.meta.plateDouble:1741, oredict.plateDoubleNaquadahEnriched.name
gregtech:gt.meta.plateDouble:1742, oredict.plateDoubleNaquadria.name
gregtech:gt.meta.plateDouble:2210, oredict.plateDoubleAtlarus.name
gregtech:gt.meta.plateDouble:8003, oredict.plateDoubleCarborundum.name
gregtech:gt.meta.plateDouble:8005, oredict.plateDoubleFerrite.name
gregtech:gt.meta.plateDouble:8216, oredict.plateDoublePaper.name
gregtech:gt.meta.plateDouble:8217, oredict.plateDoubleRubber.name
gregtech:gt.meta.plateDouble:8218, oredict.plateDoublePlastic.name
gregtech:gt.meta.plateDouble:8600, oredict.plateDoubleElectrum.name
gregtech:gt.meta.plateDouble:8601, oredict.plateDoubleSterlingSilver.name
gregtech:gt.meta.plateDouble:8602, oredict.plateDoubleRoseGold.name
gregtech:gt.meta.plateDouble:8603, oredict.plateDoubleAngmallen.name
gregtech:gt.meta.plateDouble:8604, oredict.plateDoubleGoldInductive.name
gregtech:gt.meta.plateDouble:8605, oredict.plateDoubleCdInAgAlloy.name
gregtech:gt.meta.plateDouble:8606, oredict.plateDoubleGildedIron.name
gregtech:gt.meta.plateDouble:8610, oredict.plateDoubleBronze.name
gregtech:gt.meta.plateDouble:8611, oredict.plateDoubleBlackBronze.name
gregtech:gt.meta.plateDouble:8612, oredict.plateDoubleBismuthBronze.name
gregtech:gt.meta.plateDouble:8613, oredict.plateDoubleHepatizon.name
gregtech:gt.meta.plateDouble:8620, oredict.plateDoubleBrass.name
gregtech:gt.meta.plateDouble:8621, oredict.plateDoubleCobaltBrass.name
gregtech:gt.meta.plateDouble:8622, oredict.plateDoubleAluminiumAlloy.name
gregtech:gt.meta.plateDouble:8630, oredict.plateDoubleSteel.name
gregtech:gt.meta.plateDouble:8631, oredict.plateDoubleBlackSteel.name
gregtech:gt.meta.plateDouble:8632, oredict.plateDoubleBlueSteel.name
gregtech:gt.meta.plateDouble:8633, oredict.plateDoubleRedSteel.name
gregtech:gt.meta.plateDouble:8634, oredict.plateDoubleDamascusSteel.name
gregtech:gt.meta.plateDouble:8635, oredict.plateDoubleTungstensteel.name
gregtech:gt.meta.plateDouble:8636, oredict.plateDoubleStainlessSteel.name
gregtech:gt.meta.plateDouble:8637, oredict.plateDoubleHSLASteel.name
gregtech:gt.meta.plateDouble:8638, oredict.plateDoubleTungstenCarbide.name
gregtech:gt.meta.plateDouble:8639, oredict.plateDoubleHSLASpringSteel.name
gregtech:gt.meta.plateDouble:8640, oredict.plateDoubleAnnealedCopper.name
gregtech:gt.meta.plateDouble:8642, oredict.plateDoublePigIron.name
gregtech:gt.meta.plateDouble:8643, oredict.plateDoubleWroughtIron.name
gregtech:gt.meta.plateDouble:8644, oredict.plateDoubleIronCompressed.name
gregtech:gt.meta.plateDouble:8645, oredict.plateDoubleIronMagnetic.name
gregtech:gt.meta.plateDouble:8646, oredict.plateDoubleSteelMagnetic.name
gregtech:gt.meta.plateDouble:8647, oredict.plateDoubleNeodymiumMagnetic.name
gregtech:gt.meta.plateDouble:8648, oredict.plateDoubleDarkIron.name
gregtech:gt.meta.plateDouble:8649, oredict.plateDoubleMeteoricIron.name
gregtech:gt.meta.plateDouble:8650, oredict.plateDoubleMeteoricSteel.name
gregtech:gt.meta.plateDouble:8651, oredict.plateDoubleSteelGalvanized.name
gregtech:gt.meta.plateDouble:8652, oredict.plateDoubleTungstenSintered.name
gregtech:gt.meta.plateDouble:8653, oredict.plateDoubleVanadiumSteel.name
gregtech:gt.meta.plateDouble:8654, oredict.plateDoubleTitaniumGold.name
gregtech:gt.meta.plateDouble:8660, oredict.plateDoubleRedAlloy.name
gregtech:gt.meta.plateDouble:8661, oredict.plateDoubleInvar.name
gregtech:gt.meta.plateDouble:8662, oredict.plateDoubleConstantan.name
gregtech:gt.meta.plateDouble:8663, oredict.plateDoubleNichrome.name
gregtech:gt.meta.plateDouble:8664, oredict.plateDoubleKanthal.name
gregtech:gt.meta.plateDouble:8665, oredict.plateDoubleMagnalium.name
gregtech:gt.meta.plateDouble:8666, oredict.plateDoubleUltimet.name
gregtech:gt.meta.plateDouble:8667, oredict.plateDoubleTinAlloy.name
gregtech:gt.meta.plateDouble:8668, oredict.plateDoubleBatteryAlloy.name
gregtech:gt.meta.plateDouble:8669, oredict.plateDoubleSolderingAlloy.name
gregtech:gt.meta.plateDouble:8672, oredict.plateDoubleIronWood.name
gregtech:gt.meta.plateDouble:8673, oredict.plateDoubleSteeleaf.name
gregtech:gt.meta.plateDouble:8676, oredict.plateDoubleAstralSilver.name
gregtech:gt.meta.plateDouble:8677, oredict.plateDoubleMidasium.name
gregtech:gt.meta.plateDouble:8678, oredict.plateDoubleMithril.name
gregtech:gt.meta.plateDouble:8679, oredict.plateDoubleThaumium.name
gregtech:gt.meta.plateDouble:8681, oredict.plateDoubleVoidMetal.name
gregtech:gt.meta.plateDouble:8682, oredict.plateDoubleOsmiridium.name
gregtech:gt.meta.plateDouble:8683, oredict.plateDoubleSunnarium.name
gregtech:gt.meta.plateDouble:8684, oredict.plateDoubleTrinaquadalloy.name
gregtech:gt.meta.plateDouble:8685, oredict.plateDoubleChromiumDioxide.name
gregtech:gt.meta.plateDouble:8686, oredict.plateDoubleVanadiumGallium.name
gregtech:gt.meta.plateDouble:8687, oredict.plateDoubleYttriumBariumCuprate.name
gregtech:gt.meta.plateDouble:8688, oredict.plateDoubleNiobiumNitride.name
gregtech:gt.meta.plateDouble:8689, oredict.plateDoubleNiobiumTitanium.name
gregtech:gt.meta.plateDouble:8700, oredict.plateDoubleAluminiumBrass.name
gregtech:gt.meta.plateDouble:8701, oredict.plateDoubleAredrite.name
gregtech:gt.meta.plateDouble:8702, oredict.plateDoubleAlumite.name
gregtech:gt.meta.plateDouble:8703, oredict.plateDoubleManyullyn.name
gregtech:gt.meta.plateDouble:8704, oredict.plateDoubleVibraniumSteel.name
gregtech:gt.meta.plateDouble:8705, oredict.plateDoubleVibraniumSilver.name
gregtech:gt.meta.plateDouble:8706, oredict.plateDoubleVibramantium.name
gregtech:gt.meta.plateDouble:8707, oredict.plateDoubleArdite.name
gregtech:gt.meta.plateDouble:8708, oredict.plateDoubleSignalum.name
gregtech:gt.meta.plateDouble:8709, oredict.plateDoubleLumium.name
gregtech:gt.meta.plateDouble:8710, oredict.plateDoubleEnderium.name
gregtech:gt.meta.plateDouble:8711, oredict.plateDoubleElectrumFlux.name
gregtech:gt.meta.plateDouble:8713, oredict.plateDoubleGlowstoneRefined.name
gregtech:gt.meta.plateDouble:8714, oredict.plateDoubleObsidianRefined.name
gregtech:gt.meta.plateDouble:8718, oredict.plateDoubleBedrockHSLAAlloy.name
gregtech:gt.meta.plateDouble:8719, oredict.plateDoubleOsmium.name
gregtech:gt.meta.plateDouble:8725, oredict.plateDoublePulsatingIron.name
gregtech:gt.meta.plateDouble:8726, oredict.plateDoubleVibrantAlloy.name
gregtech:gt.meta.plateDouble:8727, oredict.plateDoubleConductiveIron.name
gregtech:gt.meta.plateDouble:8728, oredict.plateDoubleEnergeticAlloy.name
gregtech:gt.meta.plateDouble:8729, oredict.plateDoubleEnderiumBase.name
gregtech:gt.meta.plateDouble:8730, oredict.plateDoubleElectricalSteel.name
gregtech:gt.meta.plateDouble:8731, oredict.plateDoubleObsidianSteel.name
gregtech:gt.meta.plateDouble:8732, oredict.plateDoubleSoularium.name
gregtech:gt.meta.plateDouble:8733, oredict.plateDoubleRedstoneAlloy.name
gregtech:gt.meta.plateDouble:8734, oredict.plateDoubleSpectreIron.name
gregtech:gt.meta.plateDouble:8736, oredict.plateDoubleEndium.name
gregtech:gt.meta.plateDouble:8744, oredict.plateDoubleAncientDebris.name
gregtech:gt.meta.plateDouble:8745, oredict.plateDoubleNetherite.name
gregtech:gt.meta.plateDouble:8746, oredict.plateDoubleNetherizedDiamond.name
gregtech:gt.meta.plateDouble:8747, oredict.plateDoubleEfrine.name
gregtech:gt.meta.plateDouble:8751, oredict.plateDoubleDuranium.name
gregtech:gt.meta.plateDouble:8752, oredict.plateDoubleTritanium.name
gregtech:gt.meta.plateDouble:8756, oredict.plateDoubleDuralumin.name
gregtech:gt.meta.plateDouble:8766, oredict.plateDoubleHSLATungstenAlloy.name
gregtech:gt.meta.plateDouble:8782, oredict.plateDoubleTartarite.name
gregtech:gt.meta.plateDouble:8784, oredict.plateDoubleAdamantine.name
gregtech:gt.meta.plateDouble:8790, oredict.plateDoubleTrinitanium.name
gregtech:gt.meta.plateDouble:8791, oredict.plateDoubleDraconium.name
gregtech:gt.meta.plateDouble:8792, oredict.plateDoubleDraconiumAwakened.name
gregtech:gt.meta.plateDouble:8793, oredict.plateDoubleTitaniumIridium.name
gregtech:gt.meta.plateDouble:8794, oredict.plateDoubleTitaniumAluminide.name
gregtech:gt.meta.plateDouble:8795, oredict.plateDoubleBedrockium.name
gregtech:gt.meta.plateDouble:8796, oredict.plateDoubleHSSG.name
gregtech:gt.meta.plateDouble:8797, oredict.plateDoubleHSSE.name
gregtech:gt.meta.plateDouble:8798, oredict.plateDoubleHSSS.name
gregtech:gt.meta.plateDouble:8799, oredict.plateDoubleCrystalMatrix.name
gregtech:gt.meta.plateDouble:8800, oredict.plateDoubleCosmicNeutronium.name
gregtech:gt.meta.plateDouble:8801, oredict.plateDoubleInfinity.name
gregtech:gt.meta.plateDouble:8802, oredict.plateDoubleTantalumHafniumCarbide.name
gregtech:gt.meta.plateDouble:15000, oredict.plateDoubleTitaniumNiobiumCarbide.name
gregtech:gt.meta.plateDouble:15400, oredict.plateDoublePolytetrafluoroethylene.name
gregtech:gt.meta.plateDouble:15401, oredict.plateDoublePolyethylene.name
gregtech:gt.meta.plateDouble:15402, oredict.plateDoublePolyvinylchloride.name
gregtech:gt.meta.plateDouble:15403, oredict.plateDoubleEpoxid.name
gregtech:gt.meta.plateTriple:30, oredict.plateTripleLithium.name
gregtech:gt.meta.plateTriple:31, oredict.plateTripleLithium6.name
gregtech:gt.meta.plateTriple:40, oredict.plateTripleBeryllium.name
gregtech:gt.meta.plateTriple:41, oredict.plateTripleBeryllium7.name
gregtech:gt.meta.plateTriple:42, oredict.plateTripleBeryllium8.name
gregtech:gt.meta.plateTriple:50, oredict.plateTripleBoron.name
gregtech:gt.meta.plateTriple:51, oredict.plateTripleBoron11.name
gregtech:gt.meta.plateTriple:110, oredict.plateTripleSodium.name
gregtech:gt.meta.plateTriple:120, oredict.plateTripleMagnesium.name
gregtech:gt.meta.plateTriple:130, oredict.plateTripleAluminium.name
gregtech:gt.meta.plateTriple:140, oredict.plateTripleSilicon.name
gregtech:gt.meta.plateTriple:190, oredict.plateTriplePotassium.name
gregtech:gt.meta.plateTriple:200, oredict.plateTripleCalcium.name
gregtech:gt.meta.plateTriple:220, oredict.plateTripleTitanium.name
gregtech:gt.meta.plateTriple:230, oredict.plateTripleVanadium.name
gregtech:gt.meta.plateTriple:240, oredict.plateTripleChromium.name
gregtech:gt.meta.plateTriple:250, oredict.plateTripleManganese.name
gregtech:gt.meta.plateTriple:260, oredict.plateTripleIron.name
gregtech:gt.meta.plateTriple:270, oredict.plateTripleCobalt.name
gregtech:gt.meta.plateTriple:278, oredict.plateTripleCobalt60.name
gregtech:gt.meta.plateTriple:280, oredict.plateTripleNickel.name
gregtech:gt.meta.plateTriple:290, oredict.plateTripleCopper.name
gregtech:gt.meta.plateTriple:300, oredict.plateTripleZinc.name
gregtech:gt.meta.plateTriple:310, oredict.plateTripleGallium.name
gregtech:gt.meta.plateTriple:320, oredict.plateTripleGermanium.name
gregtech:gt.meta.plateTriple:330, oredict.plateTripleArsenic.name
gregtech:gt.meta.plateTriple:370, oredict.plateTripleRubidium.name
gregtech:gt.meta.plateTriple:380, oredict.plateTripleStrontium.name
gregtech:gt.meta.plateTriple:390, oredict.plateTripleYttrium.name
gregtech:gt.meta.plateTriple:400, oredict.plateTripleZirconium.name
gregtech:gt.meta.plateTriple:410, oredict.plateTripleNiobium.name
gregtech:gt.meta.plateTriple:420, oredict.plateTripleMolybdenum.name
gregtech:gt.meta.plateTriple:430, oredict.plateTripleTechnetium.name
gregtech:gt.meta.plateTriple:440, oredict.plateTripleRuthenium.name
gregtech:gt.meta.plateTriple:450, oredict.plateTripleRhodium.name
gregtech:gt.meta.plateTriple:460, oredict.plateTriplePalladium.name
gregtech:gt.meta.plateTriple:470, oredict.plateTripleSilver.name
gregtech:gt.meta.plateTriple:480, oredict.plateTripleCadmium.name
gregtech:gt.meta.plateTriple:490, oredict.plateTripleIndium.name
gregtech:gt.meta.plateTriple:500, oredict.plateTripleTin.name
gregtech:gt.meta.plateTriple:510, oredict.plateTripleAntimony.name
gregtech:gt.meta.plateTriple:550, oredict.plateTripleCaesium.name
gregtech:gt.meta.plateTriple:560, oredict.plateTripleBarium.name
gregtech:gt.meta.plateTriple:570, oredict.plateTripleLanthanum.name
gregtech:gt.meta.plateTriple:580, oredict.plateTripleCerium.name
gregtech:gt.meta.plateTriple:600, oredict.plateTripleNeodymium.name
gregtech:gt.meta.plateTriple:700, oredict.plateTripleYtterbium.name
gregtech:gt.meta.plateTriple:720, oredict.plateTripleHafnium.name
gregtech:gt.meta.plateTriple:730, oredict.plateTripleTantalum.name
gregtech:gt.meta.plateTriple:740, oredict.plateTripleTungsten.name
gregtech:gt.meta.plateTriple:750, oredict.plateTripleRhenium.name
gregtech:gt.meta.plateTriple:760, oredict.plateTripleOsmiumElemental.name
gregtech:gt.meta.plateTriple:770, oredict.plateTripleIridium.name
gregtech:gt.meta.plateTriple:780, oredict.plateTriplePlatinum.name
gregtech:gt.meta.plateTriple:790, oredict.plateTripleGold.name
gregtech:gt.meta.plateTriple:800, oredict.plateTripleMercury.name
gregtech:gt.meta.plateTriple:820, oredict.plateTripleLead.name
gregtech:gt.meta.plateTriple:830, oredict.plateTripleBismuth.name
gregtech:gt.meta.plateTriple:850, oredict.plateTripleAstatine.name
gregtech:gt.meta.plateTriple:880, oredict.plateTripleRadium.name
gregtech:gt.meta.plateTriple:890, oredict.plateTripleActinium.name
gregtech:gt.meta.plateTriple:900, oredict.plateTripleThorium.name
gregtech:gt.meta.plateTriple:920, oredict.plateTripleUranium.name
gregtech:gt.meta.plateTriple:921, oredict.plateTripleUranium235.name
gregtech:gt.meta.plateTriple:922, oredict.plateTripleUranium233.name
gregtech:gt.meta.plateTriple:930, oredict.plateTripleNeptunium.name
gregtech:gt.meta.plateTriple:940, oredict.plateTriplePlutonium.name
gregtech:gt.meta.plateTriple:942, oredict.plateTriplePlutonium240.name
gregtech:gt.meta.plateTriple:943, oredict.plateTriplePlutonium241.name
gregtech:gt.meta.plateTriple:945, oredict.plateTriplePlutonium243.name
gregtech:gt.meta.plateTriple:946, oredict.plateTriplePlutonium238.name
gregtech:gt.meta.plateTriple:947, oredict.plateTriplePlutonium239.name
gregtech:gt.meta.plateTriple:950, oredict.plateTripleAmericium.name
gregtech:gt.meta.plateTriple:951, oredict.plateTripleAmericium241.name
gregtech:gt.meta.plateTriple:1170, oredict.plateTripleFarnsium.name
gregtech:gt.meta.plateTriple:1260, oredict.plateTripleTrinium.name
gregtech:gt.meta.plateTriple:1740, oredict.plateTripleNaquadah.name
gregtech:gt.meta.plateTriple:1741, oredict.plateTripleNaquadahEnriched.name
gregtech:gt.meta.plateTriple:1742, oredict.plateTripleNaquadria.name
gregtech:gt.meta.plateTriple:2210, oredict.plateTripleAtlarus.name
gregtech:gt.meta.plateTriple:8003, oredict.plateTripleCarborundum.name
gregtech:gt.meta.plateTriple:8005, oredict.plateTripleFerrite.name
gregtech:gt.meta.plateTriple:8216, oredict.plateTriplePaper.name
gregtech:gt.meta.plateTriple:8217, oredict.plateTripleRubber.name
gregtech:gt.meta.plateTriple:8218, oredict.plateTriplePlastic.name
gregtech:gt.meta.plateTriple:8600, oredict.plateTripleElectrum.name
